ID,PLI,WC
11255,9.11828782182731,27.538993725821353
11283,4.980437257361186,13.515786084222146
11312,4.038357728300237,12.206847662159255
11358,6.270363586392646,19.67852980919276
11361,3.696671454507857,14.822562379719534
11444,9.632246510571738,17.210604893492825
11472,6.66478375395319,29.902770814456883
11483,6.624682925380143,11.968858896469142
11497,4.7521622490520175,26.264930234987585
11552,5.818207049296694,19.143819096664824
11661,6.590671862103193,17.426312779841407
11715,12.474783108659004,31.611561309338438
11716,8.942269151144755,18.905891674759804
11756,9.05711543405302,22.638788635914253
11816,12.676982931648448,33.205012190817015
11839,23.920444051892446,35.24874554811859
11869,5.904355765131501,18.904538096710645
11986,13.390658813018971,33.71757772923929
12182,6.469089003105654,23.60794280977842
12191,11.533599762100206,18.327766747829003
12213,12.20221777624518,30.101522641465575
12237,6.088765540219428,19.287264725841368
12253,4.344630896501953,21.196496440772673
12398,9.407821324951005,14.555254578421774
12432,6.335175198266337,24.30762507826948
12451,6.04828895201068,29.536069237237296
12481,9.88157264572339,19.744466896356506
12536,5.86543944078534,19.750339382349395
12537,10.942137477577752,29.2752131047628
12552,7.549613912292263,19.476313619298452
12565,8.194313472993308,22.638356367190514
12588,6.037696560655823,18.572119290182304
12679,5.618261472744463,17.268131190810013
12746,3.139113893519327,14.566842691749535
12777,9.414535632814735,22.998853975266538
12817,23.731103144377965,36.98203110828675
12863,7.584666172232276,19.91471124178025
12879,9.587266376630602,21.8402237089646
12885,10.20048198024309,14.509053262834325
12888,6.014139651269789,13.745572979049362
12952,6.230083138136121,32.5350980401347
13134,4.964308539600819,20.35554441588265
13137,6.913876433436455,21.961562774006556
13169,4.808852467585286,15.536065129135947
13192,7.880930903686568,20.627303752734672
13197,3.014204139544995,18.902917942466736
13236,6.5063307881694525,29.393446154026822
13243,5.793695155828398,18.338821390256435
13316,7.555298359367612,15.89082859598109
13348,2.798177828407321,14.881437320738144
13426,6.383332718940306,22.23526664731716
13437,6.431248961132116,14.685568833444846
13443,3.9688935298161963,18.327724783893423
13465,6.354770348350401,18.493339656672184
13483,27.23098705005349,26.45458961699822
13548,12.490936287635664,37.16554629064464
13568,13.041029176898757,29.379294643108167
13618,4.487644216009288,25.933128165795395
13649,9.135033946317543,21.426812182634105
13697,4.128389755913979,13.310456718783934
13716,7.448551324735944,21.650746678400754
13745,11.863609742679113,25.177250486218856
13798,8.42020398365803,23.300067368622294
13861,12.766073017032925,22.61765905877719
13936,16.20131016207515,21.763517976269064
13978,4.799533136144666,13.626186649363728
13992,14.742554692569927,31.280877039810477
14121,11.190927636419854,29.391861501284183
14158,6.095726000526775,22.892134354358877
14257,8.523699521107568,18.460228969544243
14419,6.180235350150386,11.43500831025544
14433,4.190343285621859,20.561060665424286
14462,3.062030080815538,25.367174479044678
14492,17.520094196241143,18.090289012022577
14511,5.477423739467597,19.770988091597456
14524,8.803903464575596,23.44617044210002
14629,6.661040376632939,21.31333689671664
14774,13.581034931348896,27.131930328774697
14835,11.339124453946972,20.954662569359304
14891,4.276230430096071,12.532819817844993
